27,782;13105;27,066
31,790;10285;29,811
32,615;11988;31,007
30,595;12970;29,719
24,518;28666;24,513
28,007;15944;27,665
29,722;13988;29,095
25,655;25507;25,639
31,203;12494;30,101
30,572;13430;29,730
28,782;15535;28,344
32,490;12228;30,824
24,188;21839;24,149
27,149;18419;27,008
31,519;14327;30,611
31,058;12144;29,800
29,483;14140;28,791
26,637;17242;26,467
29,181;18305;28,837
30,749;17830;30,335
28,031;16149;27,696
29,315;14650;28,803
31,238;14731;30,412
26,491;18863;26,392
29,115;16032;28,451
